2.21968,-2.24344,-1.61608
2.2504,-4.04359,-1.61608
-1.69665,-4.11096,-1.61608
-1.72738,-2.31081,-1.61608
2.21968,-2.24344,-0.279057
2.2504,-4.04359,-0.279057
-1.69665,-4.11096,-0.279057
-1.72738,-2.31081,-0.279057
-3.26219,9.25522,-1.97407
-0.995496,8.51567,-1.97407
-2.25782,4.6467,-1.97407
-4.52452,5.38625,-1.97407
-3.26219,9.25522,-0.469185
-0.995496,8.51567,-0.469185
-2.25782,4.6467,-0.469185
-4.52452,5.38625,-0.469185
33.3337,-0.224737,-1.38658
34.2739,-1.74467,-1.38658
31.0627,-3.73103,-1.38658
30.1225,-2.21109,-1.38658
33.3337,-0.224737,0.30576
34.2739,-1.74467,0.30576
31.0627,-3.73103,0.30576
30.1225,-2.21109,0.30576
48.669,8.96658,-1.09277
49.3795,8.99481,-1.09277
49.4853,6.33317,-1.09277
48.7748,6.30493,-1.09277
48.669,8.96658,-0.492633
49.3795,8.99481,-0.492633
49.4853,6.33317,-0.492633
48.7748,6.30493,-0.492633
28.6301,7.82161,-1.76725
30.701,8.532,-1.76725
31.7121,5.58437,-1.76725
29.6412,4.87398,-1.76725
28.6301,7.82161,-0.221322
30.701,8.532,-0.221322
31.7121,5.58437,-0.221322
29.6412,4.87398,-0.221322
19.6562,7.47018,-1.63849
21.3531,7.53964,-1.63849
21.4464,5.26066,-1.63849
19.7495,5.1912,-1.63849
19.6562,7.47018,-0.24855
21.3531,7.53964,-0.24855
21.4464,5.26066,-0.24855
19.7495,5.1912,-0.24855
49.2631,-1.21238,-1.09066
49.6697,-1.587,-1.09066
48.8467,-2.48025,-1.09066
48.4401,-2.10562,-1.09066
49.2631,-1.21238,-0.816606
49.6697,-1.587,-0.816606
48.8467,-2.48025,-0.816606
48.4401,-2.10562,-0.816606
-32.2348,26.1917,-2.5868
-31.1913,25.2924,-2.5868
-32.8642,23.351,-2.5868
-33.9078,24.2502,-2.5868
-32.2348,26.1917,-1.3438
-31.1913,25.2924,-1.3438
-32.8642,23.351,-1.3438
-33.9078,24.2502,-1.3438
24.1536,7.53148,-1.28239
24.9557,7.99955,-1.28239
25.8794,6.41672,-1.28239
25.0774,5.94864,-1.28239
24.1536,7.53148,-0.469511
24.9557,7.99955,-0.469511
25.8794,6.41672,-0.469511
25.0774,5.94864,-0.469511
17.0018,8.10273,-1.66653
18.7355,8.44249,-1.66653
19.2057,6.04306,-1.66653
17.4721,5.70329,-1.66653
17.0018,8.10273,-0.309615
18.7355,8.44249,-0.309615
19.2057,6.04306,-0.309615
17.4721,5.70329,-0.309615
-26.5164,13.5125,-2.2322
-25.0901,12.2232,-2.2322
-27.5389,9.51415,-2.2322
-28.9653,10.8035,-2.2322
-26.5164,13.5125,-0.699998
-25.0901,12.2232,-0.699998
-27.5389,9.51415,-0.699998
-28.9653,10.8035,-0.699998
-30.8186,20.4491,-2.45197
-29.1605,18.1449,-2.45197
-32.2564,15.917,-2.45197
-33.9146,18.2212,-2.45197
-30.8186,20.4491,-0.522391
-29.1605,18.1449,-0.522391
-32.2564,15.917,-0.522391
-33.9146,18.2212,-0.522391
14.5109,9.29628,-1.851
16.453,9.66319,-1.851
17.1314,6.07232,-1.851
15.1893,5.70541,-1.851
14.5109,9.29628,-0.455503
16.453,9.66319,-0.455503
17.1314,6.07232,-0.455503
15.1893,5.70541,-0.455503
-33.1725,20.9967,-2.50275
-33.0114,22.7129,-2.50275
-31.1194,22.5353,-2.50275
-31.2805,20.8192,-2.50275
-33.1725,20.9967,-1.24941
-33.0114,22.7129,-1.24941
-31.1194,22.5353,-1.24941
-31.2805,20.8192,-1.24941
-30.1883,17.945,-2.35326
-28.6493,16.5781,-2.35326
-30.2535,14.772,-2.35326
-31.7924,16.1389,-2.35326
-30.1883,17.945,-1.06799
-28.6493,16.5781,-1.06799
-30.2535,14.772,-1.06799
-31.7924,16.1389,-1.06799
